municipio;ano;codigo;quant__estabelecimentos;dummy_mtpb;PREC2017_mean;TEMP_2017_mean;area_fr;s_assistencia_fr;despesas_fr;idade_m75_fr;producao_fr;propietarios_fr;quant_estab_irrigacao_fr;quant_pessoas_ocupadas_fr;quant_trator_implem_fr;num_estab_armazenadoras_fr
Santópolis do Aguapeí (SP);2017;3548401;12;0;1255,2;25,285;450,5791667;0,083333333;962,671;0,25;2629,607417;0,25;0,083333333;7,916666667;4,5;0
Porto Alegre do Norte (MT);2017;5106778;46;0;1989;29,728571;1527,213609;0,673913043;792,8499565;0,130434783;2622,180022;0,130434783;0;10,58695652;4,673913043;0,043478261
Miguelópolis (SP);2017;3529708;110;0;1403,85;23,405;527,6608909;0,454545455;1557,240391;0,263636364;2621,200455;0,263636364;0,418181818;3,809090909;5,2;0
Sandovalina (SP);2017;3545506;29;0;1540,266667;24,716667;877,7808276;0,448275862;6125,408034;0,068965517;2610,777276;0,068965517;0,172413793;63,31034483;6,655172414;0,034482759
Pirajuí (SP);2017;3538907;32;0;1448,7;23,325;954,70775;0,28125;814,0150938;0,1875;2605,316719;0,1875;0,3125;3,125;2,46875;0,0625
Jaci (SP);2017;3524501;10;0;1293,8;25,24;583,516;0,6;179,8916;0,3;2599,5411;0,3;0,1;1,7;1,1;0
Campestre do Maranhão (MA);2017;2102556;12;1;1662,2;27,99;1292,274167;0,75;4035,185583;0,166666667;2590,655667;0,166666667;0,083333333;141,9166667;3,666666667;0
Perdizes (MG);2017;3149804;250;0;1457,666667;22,563333;351,30372;0,516;1414,055532;0,212;2567,447044;0,212;0,156;7,908;4,592;0,048
Pontal (SP);2017;3540200;41;0;1283,1;22,72;453,0090976;0,024390244;4926,302415;0,390243902;2549,733854;0,390243902;0;110,7317073;13,85365854;NA
Vale de São Domingos (MT);2017;5108352;8;0;1477,625;25,295;4834,9235;0,625;1465,70075;0,125;2547,47225;0,125;0;9,5;4,875;0,125
Peixoto de Azevedo (MT);2017;5106422;69;0;2107,514286;28,668571;2853,757971;0,753623188;1441,066913;0,086956522;2531,885261;0,086956522;0,043478261;16,53623188;3,724637681;0,086956522
Indianópolis (MG);2017;3130705;57;0;1433,075;23,8275;487,4335088;0,385964912;1403,000316;0,333333333;2520,039596;0,333333333;0,350877193;7,754385965;7,421052632;0,157894737
Nantes (SP);2017;3532157;19;0;1463,1;24,56;524,4921053;0,368421053;920,5984737;0,157894737;2514,628211;0,157894737;NA;4,368421053;12,10526316;0
Comodoro (MT);2017;5103304;115;0;1940,138889;25,935556;1573,156148;0,669565217;1718,935739;0,12173913;2514,43807;0,12173913;0,052173913;11,33043478;4,130434783;0,113043478
Sebastianópolis do Sul (SP);2017;3551306;9;0;1294,8;25,19;563,3282222;0,444444444;17416,99267;0,111111111;2493,864889;0,111111111;0,222222222;164,2222222;18,33333333;0
Nova Canaã do Norte (MT);2017;5106216;46;0;1758,385714;27,642857;1914,834348;0,5;2011,278065;0,282608696;2490,889065;0,282608696;0,173913043;6,173913043;4,934782609;0,065217391
Paraúna (GO);2017;5216403;226;0;1373,166667;27,101667;619,5963053;0,345132743;1424,105429;0,185840708;2468,193301;0,185840708;0,168141593;5,889380531;5,261061947;0,017699115
Marapoama (SP);2017;3528858;11;0;1292,8;24,34;523,8542727;0,454545455;12069,13382;0,181818182;2453,788364;0,181818182;0;47,27272727;6,818181818;0
Ribeirão Cascalheira (MT);2017;5107180;83;0;2015,108333;28,166667;3054,278241;0,457831325;1845,016325;0,096385542;2443,701711;0,096385542;0,084337349;6,746987952;5,662650602;0,072289157
São João da Paraúna (GO);2017;5220058;15;0;1330,7;26,85;531,8146667;0,066666667;1109,727533;0,133333333;2437,767667;0,133333333;0,333333333;7,066666667;6,133333333;0,066666667
Jaguarão (RS);2017;4311007;118;0;1416,32;18,86;911,0049153;0,296610169;1332,84539;0,220338983;2431,64172;0,220338983;0,296610169;9,211864407;9,338983051;0,110169492
Ipaussu (SP);2017;3520905;16;0;1597,7;21,675;770,2610625;0,3125;340,216;0,4375;2428,948313;0,4375;NA;2,3125;3,625;0,0625
Barra do Quaraí (RS);2017;4301875;55;0;1587,733333;20,443333;1099,476909;0,054545455;1549,598055;0,236363636;2404,466073;0,236363636;0,945454545;8,690909091;9,4;0,363636364
Corumbiara (RO);2017;1100072;71;0;2006,183333;25,3;816,8512817;0,535211268;1380,444746;0,084507042;2372,95438;0,084507042;0,056338028;11,07042254;4,492957746;0,14084507
Jataí (GO);2017;5211909;581;0;1441,4;25,782222;570,8105164;0,30464716;1118,835392;0,268502582;2363,265255;0,268502582;0,024096386;6,722891566;5,461273666;0,055077453
Monte Castelo (SP);2017;3531605;18;0;1205,3;26,585;606,0025556;0,222222222;989,1291667;0,333333333;2321,1505;0,333333333;0,055555556;31,94444444;3,277777778;0
Inaciolândia (GO);2017;5209937;67;0;1344,05;27,1975;592,6252836;0,179104478;1619,764179;0,328358209;2313,812134;0,328358209;0,074626866;12,49253731;4,925373134;0,014925373
Analândia (SP);2017;3502002;13;0;1246,7;20,47;769,94;0,230769231;102223,9193;0,230769231;2311,432769;0,230769231;0,076923077;9,153846154;3;0,153846154
Água Comprida (MG);2017;3100708;56;0;1470,15;23,44;574,4289643;0,267857143;2414,102286;0,303571429;2309,225107;0,303571429;0,053571429;11,25;6,339285714;0,089285714
São Desidério (BA);2017;2928901;974;1;840,208333;25,015833;754,3469548;0,802874743;1569,741671;0,146817248;2287,844379;0,146817248;0,095482546;7,49486653;2,732032854;0,068788501
Pedra Preta (MT);2017;5106372;190;0;1524,6375;25,6825;448,1032368;0,678947368;1393,803837;0,257894737;2281,034842;0,257894737;0,073684211;14,04736842;3,310526316;0,094736842
Santa Fé do Araguaia (TO);2017;1718865;12;1;1466,975;27,885;1516,52075;0,333333333;1022,586667;0,333333333;2271,131333;0,333333333;0;8,416666667;7,25;0,083333333
Sabino (SP);2017;3544608;17;0;1292,8;24,415;676,3723529;0,470588235;2229,222882;0,058823529;2268,861471;0,058823529;0,294117647;5,764705882;3,470588235;0,117647059
Santana do Araguaia (PA);2017;1506708;80;0;1439,28;27,779;2707,533375;0,7875;1299,206075;0,1625;2262,037125;0,1625;0,05;7,525;3,75;0,0375
Caseara (TO);2017;1703909;45;1;1402,5;28,8175;1627,847111;0,822222222;1083,397267;0,111111111;2252,553511;0,111111111;0,022222222;7,333333333;4;0,133333333
Perolândia (GO);2017;5216452;134;0;1425,425;25,0175;458,3148881;0,194029851;1242,252604;0,253731343;2250,718052;0,253731343;0,02238806;4,052238806;4,28358209;0,052238806
Balbinos (SP);2017;3504701;8;0;1292,8;23,67;435,43675;0,125;458,695;0;2238,29525;0;0;1,875;0,5;0,125
São Gabriel do Oeste (MS);2017;5007695;241;0;1580,833333;25,891667;550,4161411;0,439834025;1307,186934;0,174273859;2230,990643;0,174273859;0,012448133;5,531120332;5,020746888;0,116182573
Regente Feijó (SP);2017;3542404;13;0;1463,1;24,91;461,5367692;0,769230769;206,1960769;0,230769231;2208,715;0,230769231;0,076923077;4,307692308;2,384615385;0,384615385
Alto Parnaíba (MA);2017;2100501;83;1;1204,518182;25,858182;1573,870386;0,831325301;871,3611325;0,204819277;2207,396843;0,204819277;0;5,56626506;2,036144578;0,060240964
Cedral (SP);2017;3511300;27;0;1293,8;24,565;387,8632222;0,222222222;273,3803704;0,296296296;2204,626148;0,296296296;0,111111111;2,333333333;1,518518519;0
Anhembi (SP);2017;3502309;10;0;1453,4;21,53;563,602;0,4;351,85;0,3;2203,5272;0,3;0,1;3,7;24,4;0,2
Rio Paranaíba (MG);2017;3155504;126;0;1316,8;22,24;193,8349921;0,404761905;1974,611103;0,19047619;2202,173587;0,19047619;0,285714286;27,76190476;6,476190476;0,031746032
Nova Ponte (MG);2017;3145000;84;0;1454,666667;23,466667;456,8374881;0,392857143;1760,545464;0,333333333;2199,946369;0,333333333;0,285714286;12,07142857;6,047619048;0,083333333
São Luiz do Norte (GO);2017;5220157;51;0;1414,45;26,22;677,0629412;0,568627451;2296,309196;0,235294118;2180,816216;0,235294118;0,215686275;23,19607843;3,392156863;0,039215686
Clementina (SP);2017;3511904;18;0;1255,2;25,47;643,8937778;0,5;36398,95406;0,277777778;2174,994611;0,277777778;0;129,7777778;24,5;0,055555556
Rio Verde (GO);2017;5218805;981;0;1398,05;26,761;472,7578654;0,286442406;1250,083455;0,195718654;2170,950218;0,195718654;0,0509684;6,292558614;4,998980632;0,053007136
Urupês (SP);2017;3556008;44;0;1292,8;24,34;433,9121136;0,454545455;245,8516364;0,272727273;2170,303932;0,272727273;0,204545455;2,818181818;1,227272727;0,068181818
Macatuba (SP);2017;3528007;36;0;1453,4;21,68;467,30225;0,305555556;1414,245694;0,416666667;2158,462583;0,416666667;0,138888889;12,72222222;4,5;0,055555556
Pedregulho (SP);2017;3537008;15;0;1502,3;22,313333;488,804;0,4;303,7190667;0,066666667;2146,803133;0,066666667;0,266666667;3,333333333;3,266666667;0,133333333
Nova Granada (SP);2017;3533007;29;0;1294,8;24,975;595,686;0,551724138;166,6643103;0,517241379;2137,677241;0,517241379;0,068965517;5,448275862;2,172413793;0,068965517
Marcelândia (MT);2017;5105580;88;0;2132,411111;28,706667;1801,533591;0,431818182;1244,997591;0,125;2117,883489;0,125;0,056818182;11,125;5,534090909;0,079545455
Colômbia (SP);2017;3512100;88;0;1318,3;24,74;506,6503523;0,409090909;1482,201466;0,306818182;2105,65767;0,306818182;0,375;15,88636364;5,522727273;0,022727273
Uberaba (MG);2017;3170107;394;0;1527,04;23,396;500,5845203;0,385786802;2231,927503;0,329949239;2097,575168;0,329949239;0,137055838;11,76142132;5,032994924;0,053299492
Sinop (MT);2017;5107909;307;0;1931,633333;27,395;721,4363583;0,416938111;1408,613094;0,133550489;2085,632811;0,133550489;0,107491857;4,123778502;4,641693811;0,052117264
Santa Gertrudes (SP);2017;3546702;13;0;1246,7;21,005;469,2461538;0,384615385;2391,775462;0;2084,316;0;0;3,461538462;1,461538462;0
Itumbiara (GO);2017;5211503;224;0;1322;26,218;501,6255357;0,34375;1144,396442;0,254464286;2079,623513;0,254464286;0,071428571;11,08035714;5,303571429;0,008928571
Dom Pedrito (RS);2017;4306601;269;0;1896,35;19,09;893,793223;0,301115242;1206,839967;0,226765799;2044,670416;0,226765799;0,63197026;7,040892193;9,215613383;0,182156134
Tarumã (SP);2017;3553955;65;0;1465,3;23,25;354,5800462;0,2;3353,822169;0,307692308;2044,618923;0,307692308;0,076923077;52,36923077;7,6;0,061538462
Vila Propício (GO);2017;5222302;100;0;1300,82;25,248;608,76442;0,62;1890,88665;0,31;2022,39712;0,31;0,05;12,89;3,49;0,07
Poxoréu (MT);2017;5107008;168;0;1670,5;25,685;561,0225893;0,601190476;1368,470696;0,18452381;2014,875756;0,18452381;0,053571429;8,529761905;3,732142857;0,136904762
Cravinhos (SP);2017;3513108;56;0;1148,6;22,3;523,1198214;0,196428571;919,7224107;0,214285714;2012,215857;0,214285714;0,178571429;8,142857143;5,803571429;0,125
Campos Altos (MG);2017;3111507;38;0;1316,8;21,525;222,4736842;0,236842105;1253,155789;0,236842105;2010,713553;0,236842105;0,552631579;14,52631579;7,263157895;0,052631579
Boa Esperança do Sul (SP);2017;3506706;73;0;1314,75;22,2675;518,8800274;0,397260274;131,4485753;0,232876712;2000,618836;0,232876712;0,068493151;13,08219178;3,561643836;0,04109589
Alcinópolis (MS);2017;5000252;25;0;1553,0625;25,91625;368,70928;0,72;731,8884;0,16;1999,47112;0,16;0;5,12;2,96;0,12
Matupá (MT);2017;5105606;85;0;2085,614286;28,231429;683,1300824;0,694117647;2310,485529;0,223529412;1995,648918;0,223529412;0,070588235;6,047058824;3,447058824;0,070588235
Nova Andradina (MS);2017;5006200;129;0;1756,733333;24,3;815,9177054;0,604651163;2191,662636;0,147286822;1992,859915;0,147286822;0,093023256;14,14728682;2,775193798;0,046511628
Água Boa (MT);2017;5100201;235;0;1817,9;27,056667;1244,093021;0,331914894;1676,733128;0,127659574;1992,393034;0,127659574;0,025531915;5,770212766;6,29787234;0,076595745
Orindiúva (SP);2017;3534203;37;0;1294,8;25,16;571,077027;0,135135135;13404,96868;0,162162162;1980,115405;0,162162162;0,135135135;51,48648649;9,945945946;0,027027027
Auriflama (SP);2017;3504206;19;0;1239,1;26,115;325,3365789;0,315789474;95,98442105;0,421052632;1971,189684;0,421052632;0,157894737;1,842105263;0,736842105;0
Lins (SP);2017;3527108;30;0;1292,8;24,825;738,9399;0,433333333;6232,474067;0,133333333;1968,5764;0,133333333;0,3;58,66666667;10,66666667;0,133333333
Edealina (GO);2017;5207352;37;0;1379,3;26,88;554,5633784;0,594594595;698,7624595;0,189189189;1965,356784;0,189189189;0,054054054;5,486486486;6,108108108;0
Tangará da Serra (MT);2017;5107958;181;0;1795,66;25,733;866,8348895;0,657458564;948,8365193;0,171270718;1960,045873;0,171270718;0,121546961;7,480662983;3,44198895;0,08839779
Colorado (PR);2017;4105904;36;0;1578,85;24,475;631,2673889;0,416666667;3225,785806;0,277777778;1955,271722;0,277777778;0,138888889;28,61111111;5,666666667;0,027777778
Jaborandi (BA);2017;2917359;202;1;792,861538;24,715385;1483,389134;0,737623762;1455,858931;0,227722772;1955,24247;0,227722772;0,410891089;7,861386139;3,366336634;0,04950495
Itapura (SP);2017;3523008;42;0;1190,2;26,73;425,2909524;0,738095238;359,4278333;0,214285714;1954,502095;0,214285714;0,119047619;4,523809524;1,523809524;0,047619048
Irapuã (SP);2017;3521507;29;0;1292,8;24,815;384,7355172;0,206896552;104,6084138;0,275862069;1951,830724;0,275862069;0,172413793;2,413793103;2,24137931;0,103448276
Dolcinópolis (SP);2017;3514205;6;0;1239,1;25,91;481,4968333;0,333333333;101,6935;0,166666667;1948,160667;0,166666667;0,166666667;1,166666667;0,5;0
Nova Crixás (GO);2017;5214838;12;0;1587,157143;30,277143;1995,436667;0,5;1583,8545;0,25;1946,70925;0,25;0;8,916666667;5,083333333;0,166666667
Ibirá (SP);2017;3519402;34;0;1293,8;24,565;404,2247059;0,294117647;538,0518529;0,382352941;1914,367559;0,382352941;0,058823529;6,764705882;3,970588235;0,147058824
Andradina (SP);2017;3502101;107;0;1197,75;26,57;381,5299346;0,738317757;249,0312804;0,224299065;1906,870421;0,224299065;0,093457944;9,53271028;2,186915888;0,102803738
João Ramalho (SP);2017;3525607;45;0;1465,3;24,2;426,8808;0,222222222;218,5206222;0,066666667;1895,046511;0,066666667;0,066666667;4,222222222;2,511111111;0,155555556
São João do Pau d'Alho (SP);2017;3549300;10;0;1205,3;26,64;510,7458;0,1;409,3704;0,1;1891,8618;0,1;0,1;51,2;4,1;0
Gavião Peixoto (SP);2017;3516853;34;0;1176,1;22,625;432,4974706;0,117647059;220,0781471;0,470588235;1879,922765;0,470588235;0,029411765;3,529411765;4,058823529;0,058823529
Acreúna (GO);2017;5200134;145;0;1363,9;27,1575;558,0162897;0,262068966;919,8545103;0,2;1876,874717;0,2;0,103448276;8,944827586;4,35862069;0,013793103
Teodoro Sampaio (SP);2017;3554300;65;0;1694,6;24,786667;729,1467692;0,230769231;2093,052138;0,169230769;1876,833677;0,169230769;0,092307692;7,169230769;1,646153846;0
Matão (SP);2017;3529302;54;0;1176,1;22,625;397,4728148;0,222222222;553,1371296;0,259259259;1876,424759;0,259259259;0,203703704;7,685185185;4,259259259;0,018518519
Ilha Solteira (SP);2017;3520442;59;0;1190,2;26,65;460,809661;0,559322034;255,0832881;0,254237288;1874,964847;0,254237288;0,271186441;4,86440678;1,627118644;0,050847458
Ivinhema (MS);2017;5004700;175;0;1724,733333;23,931667;433,9669257;0,742857143;183,9645029;0,217142857;1870,249343;0,217142857;0,017142857;3,6;1,365714286;0,011428571
Itirapina (SP);2017;3523602;19;0;1246,7;20,47;523,9596842;0,421052632;1750,471316;0,315789474;1861,003158;0,315789474;0,157894737;4,157894737;4,052631579;0,105263158
Lutécia (SP);2017;3527900;35;0;1465,3;23,58;587,4967429;0,428571429;725,0572;0,257142857;1856,066771;0,257142857;0,057142857;3,828571429;4,285714286;0,028571429
União do Sul (MT);2017;5108303;120;0;2085,4;28,695;1068,611667;0,616666667;1251,8905;0,066666667;1852,047275;0,066666667;0,091666667;4,908333333;3,133333333;0,033333333
Barra do Garças (MT);2017;5101803;60;0;1497,6;27,054444;868,5003667;0,75;906,549;0,066666667;1849,623;0,066666667;0,033333333;11,11666667;3,333333333;0,033333333
Paraíso (SP);2017;3535705;27;0;1247,2;23,825;366,8672222;0,222222222;7510,145481;0,259259259;1849,022926;0,259259259;0,037037037;40,92592593;4,666666667;0
Baixa Grande do Ribeiro (PI);2017;2201150;451;1;1177,355556;26,656667;883,9769956;0,900221729;713,1936098;0,133037694;1842,827084;0,133037694;0,011086475;6,596452328;1,640798226;0,039911308
Borebi (SP);2017;3507456;7;0;1529;21,175;401,3157143;0,285714286;1289,411429;0;1841,783857;0;0,571428571;11,14285714;3,428571429;0
Uruguaiana (RS);2017;4322400;290;0;1724,6375;20,52625;721,8472931;0,148275862;1148,896079;0,268965517;1836,150531;0,268965517;0,951724138;7,775862069;8,713793103;0,365517241
Cosmorama (SP);2017;3512902;31;0;1294,8;25,33;477,4042581;0,35483871;104,0981613;0,258064516;1824,079613;0,258064516;0,290322581;3,419354839;2,129032258;0
Laguna Carapã (MS);2017;5005251;289;0;1664,85;23,2425;554,7794118;0,314878893;1656,141035;0,197231834;1823,473104;0,197231834;0,020761246;5,816608997;5,46366782;0,034602076
Castelândia (GO);2017;5205059;26;0;1373,5;27,46;647,5568462;0,461538462;1448,741731;0,153846154;1821,342;0,153846154;0,038461538;7,384615385;3,461538462;NA
Nhandeara (SP);2017;3532603;34;0;1266,95;25,475;445,8161765;0,705882353;85,06585294;0,117647059;1817,450618;0,117647059;0,088235294;2,235294118;1,352941176;0
Guarda0Mor (MG);2017;3128600;165;0;1100,6;24,376;569,508703;0,315151515;1623,244303;0,127272727;1817,244315;0,127272727;0,484848485;5,878787879;5,460606061;0,078787879
Buriti Alegre (GO);2017;5203906;37;0;1348,275;25,81;484,2989189;0,486486486;865,9791622;0,189189189;1806,97627;0,189189189;0,027027027;11,21621622;7,567567568;0,054054054
Uru (SP);2017;3555901;12;0;1292,8;23,67;454,1446667;0,166666667;1033,10225;0,166666667;1799,265833;0,166666667;0,083333333;6,083333333;1,666666667;0,25
Pratânia (SP);2017;3541059;13;0;1453,4;20,89;634,08;0,461538462;366,0471538;0,384615385;1794,473462;0,384615385;0,076923077;3,384615385;17,69230769;0,153846154
Santa Rita do Tocantins (TO);2017;1718899;22;1;1257;28,631667;1320,063636;0,863636364;225,9806818;0,045454545;1794,110364;0,045454545;0;5,636363636;6,681818182;0,227272727
Turvelândia (GO);2017;5221551;106;0;1368,7;27,55;433,7614151;0,575471698;1081,391642;0,20754717;1793,365991;0,20754717;0,094339623;8,924528302;4,849056604;0,028301887
Tupi Paulista (SP);2017;3555109;29;0;1205,3;26,585;452,6143103;0,482758621;1340,546276;0,206896552;1780,731172;0,206896552;0,206896552;22,03448276;3,137931034;0,068965517
Batatais (SP);2017;3505906;136;0;1319;21,715;405,4685882;0,345588235;3358,207375;0,286764706;1779,324713;0,286764706;0,044117647;40,82352941;8,816176471;0,044117647
Amorinópolis (GO);2017;5200902;13;0;1428,2;27,94;606,2509231;0,230769231;1716,351538;0,153846154;1778,084769;0,153846154;0;5,461538462;6,153846154;0,076923077
Caiabu (SP);2017;3508900;13;0;1334,2;25,42;414,4999231;0,692307692;1031,602615;0,153846154;1767,861231;0,153846154;0,153846154;2,538461538;0,615384615;0,076923077
Rio Brilhante (MS);2017;5007208;610;0;1664,116667;24,155;482,7987984;0,457377049;986,0444459;0,224590164;1761,370184;0,224590164;0,072131148;10,05081967;3,378688525;0,036065574
Guaimbê (SP);2017;3517307;8;0;1292,8;24,36;462,53125;0,625;581,93725;0,125;1754,913125;0,125;0;3,375;3,375;0
Lourdes (SP);2017;3527256;17;0;1247,15;25,8;237,3452353;0,470588235;261,5230588;0,235294118;1749,130412;0,235294118;0,117647059;2,705882353;1,058823529;0
Arambaré (RS);2017;4300851;114;0;1716,15;20,73;350,4192982;0,184210526;772,4752281;0,210526316;1748,072053;0,210526316;0,877192982;4,228070175;7,096491228;0,114035088
São José da Bela Vista (SP);2017;3549508;43;0;1489,4;22,54;335,6824186;0,372093023;99,57465116;0,325581395;1744,931163;0,325581395;0,186046512;2,348837209;2,465116279;0
Pindorama (SP);2017;3538105;26;0;1234,45;23,92;381,5909615;0,115384615;189,4278462;0,230769231;1743,724231;0,230769231;0,153846154;5,423076923;2,846153846;0,038461538
Nova Olímpia (MT);2017;5106232;65;0;1954,3;27,3;638,7005385;0,907692308;236,5458154;0,230769231;1725,715846;0,230769231;0,030769231;8,138461538;2,707692308;0
Valentim Gentil (SP);2017;3556107;17;0;1239,1;25,69;330,9947059;0,823529412;173,5841176;0,117647059;1720,974059;0,117647059;0,235294118;4,058823529;2,352941176;0
Florínea (SP);2017;3516101;37;0;1465,3;23,25;371,7247027;0,054054054;956,4569459;0,378378378;1718,692486;0,378378378;0,027027027;7,081081081;6,351351351;0,135135135
Floreal (SP);2017;3515905;14;0;1239,1;25,76;461,2082857;0,071428571;224,5762143;0,214285714;1714,792143;0,214285714;0;1,857142857;0,357142857;NA
Estrela d'Oeste (SP);2017;3515202;13;0;1239,1;25,62;544,3519231;0,615384615;1039,328615;0,307692308;1707,932846;0,307692308;0,230769231;2,230769231;1,692307692;0,076923077
